,description,disease,is_original
13440,diarrhoea,Typhoid,True
13441,dierrhoea,Typhoid,False
13442,kharisha,Typhoid,False
13443,kuharisha,Typhoid,True
13444,kuhareesha,Typhoid,False
13445,toxic look (dyphos),Typhoid,False
13446,toxinc look (typhos),Typhoid,False
13447,toxic look (typhos),Typhoid,True
13448,toxic looki (typhos),Typhoid,False
13449,taxic look (typhos),Typhoid,False
13450,tohc look (typhos),Typhoid,False
13451,muonekano wa sumu (typhaos),Typhoid,False
13452,muonekano wa soomu (typhos),Typhoid,False
13453,muonekano wa sumu (typhos),Typhoid,True
13454,mbuonekano wa su (typhos),Typhoid,False
13455,muonekano wa suu (typhos),Typhoid,False
13456,belly phain,Typhoid,False
13457,bnlly pain,Typhoid,False
13458,belly pnn,Typhoid,False
13459,belly pin,Typhoid,False
13460,belly pain,Typhoid,True
13461,belly pan,Typhoid,False
13462,maumivu ya tumbho,Typhoid,False
13463,mau ya twmbo,Typhoid,False
13464,maumeevu ya tumbo,Typhoid,False
13465,mavu ya tumbo,Typhoid,False
13466,maumivu ya thumbo,Typhoid,False
13467,maumivu ya tumbo,Typhoid,True
13468,burning micturition,UTI,True
13469,burning micthurition,UTI,False
13470,burninong micturition,UTI,False
13471,bwrning micturirition,UTI,False
13472,hisui ya moto wakati wa kukojoa,UTI,False
13473,hisi ya mouto wakati wa kukojoa,UTI,False
13474,hisi ya moto wakati wa kukoujoa,UTI,False
13475,hisi ya moto wakati wa kokojoa,UTI,False
13476,hisi ya noto wakati wa kukojoa,UTI,False
13477,hisi ya moto wakati wa kwkojoa,UTI,False
13478,hisi ya meo wakati wa kukojoa,UTI,False
13479,hisi ya moto wakati wa kukojoa,UTI,True
13480,hnsi ya moto wakati wa kuukojoa,UTI,False
13481,bladder discomfort,UTI,True
13482,bladdier discomfort,UTI,False
13483,bladder discomforth,UTI,False
13484,usumbufu wa kybofu,UTI,False
13485,usummbufu wa kiboofu,UTI,False
13486,usumbufu wa kibofu,UTI,True
13487,usumbufu wa kiboiu,UTI,False
13488,usummbufu wa kibofu,UTI,False
13489,usumbufu wa kibofw,UTI,False
13490,usumbufu wa keebofu,UTI,False
13491,foulol sell of urine,UTI,False
13492,foul smell of urene,UTI,False
13493,fouul smell of urine,UTI,False
13494,foul s of urine,UTI,False
13495,foul smell of urine,UTI,True
13496,harufu mbaya ya mkojo,UTI,True
13497,harufu mbaya ya mkojhkojo,UTI,False
13498,continuous feel of unine,UTI,False
13499,continuoinuous feel of urine,UTI,False
13500,continuous fee of ureene,UTI,False
13501,continuouhntinuous feel of urine,UTI,False
13502,conthinuous feel of urine,UTI,False
13503,continuous feel of urine,UTI,True
13504,countinuous pheel of urine,UTI,False
13505,hisia ya haja ndoghdogo kila wakati,UTI,False
13506,hisi ya haja ndogo kila wakati,UTI,False
13507,hisia ya haja ndogo kila wakati,UTI,True
13508,hisia ya haja ndoaogo kila wakate,UTI,False
13509,hisia ya haja ndogo kela wakati,UTI,False
13510,chells,Malaria,False
13511,chills,Malaria,True
13512,shills,Malaria,False
13513,bardi kali,Malaria,False
13514,baridi kali,Malaria,True
13515,vomiding,Malaria,False
13516,vomitimmiting,Malaria,False
13517,vomiting,Malaria,True
13518,vomitinmmiting,Malaria,False
13519,kutepika,Malaria,False
13520,kutapika,Malaria,True
13521,kuthika,Malaria,False
13522,high fever,Malaria,True
13523,hegh fever,Malaria,False
13524,homa ali,Malaria,False
13525,homa kali,Malaria,True
13526,shng,Malaria,False
13527,sweatink,Malaria,False
13528,sweating,Malaria,True
13529,sweaating,Malaria,False
13530,kutokwa jasho,Malaria,True
13531,kutokwe jasho,Malaria,False
13532,kutok jasho,Malaria,False
13533,kudokwa jaso,Malaria,False
13534,kutokw ji,Malaria,False
13535,haadache,Malaria,False
13536,headache,Malaria,True
13537,headakye,Malaria,False
13538,maumivu ya keechwa,Malaria,False
13539,maumnvu ya kichwa,Malaria,False
13540,mbaumivu ya kicwa,Malaria,False
13541,maumivu ya kichwa,Malaria,True
13542,maumiivu y kichwa,Malaria,False
13543,maumivu ya kechwa,Malaria,False
13544,nusea,Malaria,False
13545,nausea,Malaria,True
13546,kikyefuchefu,Malaria,False
13547,kichefuchefu,Malaria,True
13548,keechefuchefu,Malaria,False
13549,diarrhoea,Malaria,True
13550,dhoea,Malaria,False
13551,diaarrhoea,Malaria,False
13552,kuhrisha,Malaria,False
13553,kuharicha,Malaria,False
13554,kuharisha,Malaria,True
13555,muscle pain,Malaria,True
13556,muscle paen,Malaria,False
13557,ma ya misuli,Malaria,False
13558,maumivu ya mysuli,Malaria,False
13559,mauminu ya misuli,Malaria,False
13560,maumivu ya misuli,Malaria,True
13561,mawmivu ya misuli,Malaria,False
13562,chills,Typhoid,True
13563,chimills,Typhoid,False
13564,baridi kaly,Typhoid,False
13565,bdi kali,Typhoid,False
13566,baridi kali,Typhoid,True
13567,vomitig,Typhoid,False
13568,fomiting,Typhoid,False
13569,vomitinyg,Typhoid,False
13570,vomitimg,Typhoid,False
13571,vomitin,Typhoid,False
13572,vomiting,Typhoid,True
13573,kutapiktapika,Typhoid,False
13574,kutepika,Typhoid,False
13575,kutapika,Typhoid,True
13576,faoe,Typhoid,False
13577,fanigue,Typhoid,False
13578,fatigue,Typhoid,True
13579,uchovu,Typhoid,True
13580,high fever,Typhoid,True
13581,homa kalee,Typhoid,False
13582,homa kaly,Typhoid,False
13583,homa kalnali,Typhoid,False
13584,homa kali,Typhoid,True
13585,homa kalii,Typhoid,False
13586,headache,Typhoid,True
13587,headachheadache,Typhoid,False
13588,maumivu ya kichwa,Typhoid,True
13589,maumivu ya chchwa,Typhoid,False
13590,maunaumivu y kychwa,Typhoid,False
13591,maumivu ya kichw,Typhoid,False
13592,maumivu ya kichuwa,Typhoid,False
13593,nausea,Typhoid,True
13594,naoosea,Typhoid,False
13595,nausnea,Typhoid,False
13596,kichiefuchefu,Typhoid,False
13597,kichefuchefu,Typhoid,True
13598,kichifuchefu,Typhoid,False
13599,constipatpation,Typhoid,False
13600,constipation,Typhoid,True
13601,constiption,Typhoid,False
13602,kukosa choo,Typhoid,True
13603,kukohkosa choo,Typhoid,False
13604,kukosa choao,Typhoid,False
13605,abdaminal pain,Typhoid,False
13606,ai pain,Typhoid,False
13607,ainal pain,Typhoid,False
13608,abdominal pain,Typhoid,True
13609,abdommdominal pain,Typhoid,False
13610,abdombinal pain,Typhoid,False
13611,maumivu ya tumbo,Typhoid,True
13612,maumivu ya tumho,Typhoid,False
13613,diarrhoea,Typhoid,True
13614,doea,Typhoid,False
13615,kooharisha,Typhoid,False
13616,kuharisha,Typhoid,True
13617,toxic lomook (typhas),Typhoid,False
13618,toxic look (typhos),Typhoid,True
13619,muonekan wa sumu (typhos),Typhoid,False
13620,muonekano wa suhu (typhos),Typhoid,False
13621,muonekano wa sumu (typhos),Typhoid,True
13622,belly pein,Typhoid,False
13623,bally pain,Typhoid,False
13624,belly pain,Typhoid,True
13625,maumivu ya tumebo,Typhoid,False
13626,maumivu ya tumpo,Typhoid,False
13627,maumivu ya tummmbo,Typhoid,False
13628,maumivu ya tumbou,Typhoid,False
13629,maumyvu ya tumbo,Typhoid,False
13630,maumavu ya tumbo,Typhoid,False
13631,maumivu ya tumbo,Typhoid,True
13632,mumivu ya tumbo,Typhoid,False
13633,purning micturcturition,UTI,False
13634,burning micturiition,UTI,False
13635,burning micturition,UTI,True
13636,purning micturition,UTI,False
13637,burninoning micturition,UTI,False
13638,hisi ya moto wekati wa kukojoa,UTI,False
13639,hisi ya mouto wekati wa kukojoa,UTI,False
13640,hisi ya moooto wakati wa kukojoa,UTI,False
13641,hisi y moto wakati wa kukojoa,UTI,False
13642,hisi ya moto wakati wa kukajoa,UTI,False
13643,hisi ya moto wakati wa kookojoa,UTI,False
13644,hisi ya moto wakati wa kukojoa,UTI,True
13645,bladder discomfort,UTI,True
13646,usumbufu wa kiboofu,UTI,False
13647,usumbufu wa kibofuu,UTI,False
13648,usumbufu wa kibofu,UTI,True
13649,foul smell of urime,UTI,False
13650,foul smell of urine,UTI,True
13651,foul smmell of urine,UTI,False
13652,harufu mbaya ya mukojo,UTI,False
13653,harufu mbaya ya mkojo,UTI,True
13654,harufu mbaya ya mcojo,UTI,False
13655,harufu nbaya ya mkojo,UTI,False
13656,continuous feel of urina,UTI,False
13657,continuous feel of urine,UTI,True
13658,continwous feel of urine,UTI,False
13659,hisia ya haja ndougo ila wakati,UTI,False
13660,hysia ya haja ndogo kila wakati,UTI,False
13661,hisia ya haja nydogo keela wakati,UTI,False
13662,hisia ya haja ndogo kila wkati,UTI,False
13663,hisia ya haja ndogo kila wakati,UTI,True
13664,hisia ya haja nogo kila wakati,UTI,False
13665,hisia ya haja nadogo kila wakati,UTI,False
13666,hisia ya haja nmo kila wakati,UTI,False
13667,chills,Malaria,True
13668,baridi k,Malaria,False
13669,baridi kali,Malaria,True
13670,vomitiu,Malaria,False
13671,vomong,Malaria,False
13672,vomiting,Malaria,True
13673,kutapika,Malaria,True
13674,utapika,Malaria,False
13675,high feva,Malaria,False
13676,high faver,Malaria,False
13677,high fever,Malaria,True
13678,high fver,Malaria,False
13679,homa kale,Malaria,False
13680,hma kali,Malaria,False
13681,homa kali,Malaria,True
13682,sweaating,Malaria,False
13683,sweating,Malaria,True
13684,kuta jashoo,Malaria,False
13685,kutokwa jasho,Malaria,True
13686,kudokwa jasho,Malaria,False
13687,kutakwa jasho,Malaria,False
13688,headachadache,Malaria,False
13689,headache,Malaria,True
13690,heaache,Malaria,False
13691,ma ya chchwa,Malaria,False
13692,maumivu ya kichwa,Malaria,True
13693,maumu ya kichwa,Malaria,False
13694,mumivu ya kichwa,Malaria,False
13695,mauumivu ya kichwa,Malaria,False
13696,maumivu yaa kichwa,Malaria,False
13697,nausea,Malaria,True
13698,kichefuchefu,Malaria,True
13699,kiefu,Malaria,False
13700,diarrhoea,Malaria,True
13701,diamrhoea,Malaria,False
13702,kuharisha,Malaria,True
13703,muscle paieain,Malaria,False
13704,muscle pain,Malaria,True
13705,muscle pin,Malaria,False
13706,muscle painn,Malaria,False
13707,maumivu ya misuli,Malaria,True
13708,maummivu ya misuli,Malaria,False
13709,chimls,Typhoid,False
13710,chills,Typhoid,True
13711,chils,Typhoid,False
13712,baridi kali,Typhoid,True
13713,vo,Typhoid,False
13714,vomiting,Typhoid,True
13715,vomitinmmiting,Typhoid,False
13716,vamiting,Typhoid,False
13717,vomitinng,Typhoid,False
13718,kutapika,Typhoid,True
13719,fetigue,Typhoid,False
13720,fatigue,Typhoid,True
13721,fatiguuigue,Typhoid,False
13722,uchofu,Typhoid,False
13723,uchovu,Typhoid,True
13724,high fever,Typhoid,True
13725,hegh fever,Typhoid,False
13726,homa kale,Typhoid,False
13727,homa kali,Typhoid,True
13728,headache,Typhoid,True
13729,hiadache,Typhoid,False
13730,maumibu ya kichwa,Typhoid,False
13731,maumivu ya kichwchwa,Typhoid,False
13732,maumivu ya kichwa,Typhoid,True
13733,maumivu ya kichhwa,Typhoid,False
13734,nusea,Typhoid,False
13735,nausea,Typhoid,True
13736,neusea,Typhoid,False
13737,naoosea,Typhoid,False
13738,kichehchefuchefu,Typhoid,False
13739,kichefuchefu,Typhoid,True
13740,kicheefu,Typhoid,False
13741,consdipation,Typhoid,False
13742,constipation,Typhoid,True
13743,constipetion,Typhoid,False
13744,kukosa choo,Typhoid,True
13745,kukoosa chooo,Typhoid,False
13746,kwkosa choo,Typhoid,False
13747,kkosa choo,Typhoid,False
13748,kuukosa choo,Typhoid,False
13749,kukosiukosa choo,Typhoid,False
13750,abdonl pain,Typhoid,False
13751,abdominal pain,Typhoid,True
13752,abdnl paoin,Typhoid,False
13753,maumivu ya tumbo,Typhoid,True
13754,maumifu ya tumbo,Typhoid,False
13755,maumihu ya tumbo,Typhoid,False
13756,mhivu ya dumbo,Typhoid,False
13757,diarrhoeea,Typhoid,False
13758,diarrhoea,Typhoid,True
13759,dyarrhoea,Typhoid,False
13760,dhiarrhoea,Typhoid,False
13761,kua,Typhoid,False
13762,kuharisha,Typhoid,True
13763,toxic look (typhos),Typhoid,True
13764,oxic look (typhos),Typhoid,False
13765,toxic loo (typhos),Typhoid,False
13766,toximic look (s),Typhoid,False
13767,toxec look (typhos),Typhoid,False
13768,muoonekano wa sumu (typhos),Typhoid,False
13769,muonekonekano wa sumu (typhos),Typhoid,False
13770,muonekeno wa sumu (typhos),Typhoid,False
13771,muonekano wa sumu (typhos)otyphos),Typhoid,False
13772,muonekano wa summu (typhoos),Typhoid,False
13773,muonekano wa sumu (typhos),Typhoid,True
13774,muonekano wa sumu (tyhos),Typhoid,False
13775,belly paen,Typhoid,False
13776,beaelly painy,Typhoid,False
13777,belly pain,Typhoid,True
13778,maumivu ya tumbo,Typhoid,True
13779,maumivu ye tumbo,Typhoid,False
13780,mumivu ya tumbo,Typhoid,False
13781,maumiiaumivu ya tumbo,Typhoid,False
13782,burning micturition,UTI,True
13783,burnink meecturition,UTI,False
13784,burningoing micturition,UTI,False
13785,hisi ya moto wakathi wa kukojoma,UTI,False
13786,hisi ya moto wakati wa kuukojoa,UTI,False
13787,hisi ya moto wakatiakati wa kukoojoa,UTI,False
13788,hisi ya moto wakati wa kwkojoa,UTI,False
13789,hisi ya moto wakati waa k,UTI,False
13790,hisi ya moto wakati wa kukojoa,UTI,True
13791,bladder discomfort,UTI,True
13792,ber discomfort,UTI,False
13793,usumbufu wa ibofu,UTI,False
13794,usumbufu wa kibofu,UTI,True
13795,foul smell of urinrine,UTI,False
13796,fouul smell of urine,UTI,False
13797,foul smmell of urinine,UTI,False
13798,foul smell of urine,UTI,True
13799,fooul smell of ureene,UTI,False
13800,harufu mbaya ya mkoujo,UTI,False
13801,harufu mbaya ya mkojo,UTI,True
13802,harufu mbeya ya mkojo,UTI,False
13803,harufu mbaya ya mkeojo,UTI,False
13804,harufu mbeya ya mko,UTI,False
13805,comtinuous feel of urinie,UTI,False
13806,coninuous feel of urinnne,UTI,False
13807,continuous feel of urini,UTI,False
13808,continuous feel af urine,UTI,False
13809,continuous fael of urine,UTI,False
13810,continuous feel of ur,UTI,False
13811,condinuous feel of urine,UTI,False
13812,continuous feel of urine,UTI,True
13813,hisia yaa haja ndougo kila wakati,UTI,False
13814,hisia ya haja ndoogo kila wakaty,UTI,False
13815,hisia ya haja ndogo kila wakati,UTI,True
13816,hisia ya haja ndogo kela wakati,UTI,False
13817,hisia ye haja ndogo kila wakati,UTI,False
13818,chills,Malaria,True
13819,barydi kali,Malaria,False
13820,baridi kali,Malaria,True
13821,vomitingang,Malaria,False
13822,vemiting,Malaria,False
13823,vomg,Malaria,False
13824,vomiting,Malaria,True
13825,vhomiting,Malaria,False
13826,kutaphika,Malaria,False
13827,kutapoka,Malaria,False
13828,kutapika,Malaria,True
13829,kootapika,Malaria,False
13830,hig fever,Malaria,False
13831,high faver,Malaria,False
13832,high fever,Malaria,True
13833,hom kali,Malaria,False
13834,homa chali,Malaria,False
13835,homa kali,Malaria,True
13836,homba kali,Malaria,False
13837,sweating,Malaria,True
13838,swiating,Malaria,False
13839,kutokwa jasho,Malaria,True
13840,kuokwa jesho,Malaria,False
13841,kuntokwa jasho,Malaria,False
13842,ktokwa jasho,Malaria,False
13843,kutou jasho,Malaria,False
13844,headachache,Malaria,False
13845,headache,Malaria,True
13846,headacudache,Malaria,False
13847,maumivu ya kichwa,Malaria,True
13848,maumeevu ya kichwa,Malaria,False
13849,maumivu ya cichwa,Malaria,False
13850,nausea,Malaria,True
13851,naoosea,Malaria,False
13852,nawsea,Malaria,False
13853,nausaa,Malaria,False
13854,kichefuchefu,Malaria,True
13855,kichifuchefu,Malaria,False
13856,kiche,Malaria,False
13857,diarrhoea,Malaria,True
13858,diarrhoniarrhoea,Malaria,False
13859,diarrhrrhoea,Malaria,False
13860,diarrmarrhoea,Malaria,False
13861,iarrhoea,Malaria,False
13862,ka,Malaria,False
13863,kuharisha,Malaria,True
13864,kuhareesha,Malaria,False
13865,muscle pain,Malaria,True
13866,muscli pain,Malaria,False
13867,muscle pein,Malaria,False
13868,muscuuscle pain,Malaria,False
13869,maumivu ya misuaisuli,Malaria,False
13870,maumyvu ya misuli,Malaria,False
13871,maumivu ya misuli,Malaria,True
13872,maumivu ya mi,Malaria,False
13873,cheells,Typhoid,False
13874,chills,Typhoid,True
13875,bariti kali,Typhoid,False
13876,bharidi kali,Typhoid,False
13877,baridi kali,Typhoid,True
13878,vomitin,Typhoid,False
13879,vomiting,Typhoid,True
13880,kwtapika,Typhoid,False
13881,kutapika,Typhoid,True
13882,kootapika,Typhoid,False
13883,cutapika,Typhoid,False
13884,fatiggue,Typhoid,False
13885,fatigue,Typhoid,True
13886,uchovu,Typhoid,True
13887,high fever,Typhoid,True
13888,homa chali,Typhoid,False
13889,hi kali,Typhoid,False
13890,homa kale,Typhoid,False
13891,homma kali,Typhoid,False
13892,homa kali,Typhoid,True
13893,homa ali,Typhoid,False
13894,headache,Typhoid,True
13895,heaadache,Typhoid,False
13896,maumivuoaumivu ya kichwa,Typhoid,False
13897,maumivu ya kichwwa,Typhoid,False
13898,maumivu ya kichwa,Typhoid,True
13899,maumivu ya kieichwa,Typhoid,False
13900,maumivu ya kichchwa,Typhoid,False
13901,nausea,Typhoid,True
13902,kichefuchehefuchefu,Typhoid,False
13903,kichiefuchefu,Typhoid,False
13904,kichefuchefu,Typhoid,True
13905,constipation,Typhoid,True
13906,constipetion,Typhoid,False
13907,kukosa choo,Typhoid,True
13908,kukousa choo,Typhoid,False
13909,kosa choo,Typhoid,False
13910,abdominal pain,Typhoid,True
13911,abdominal paen,Typhoid,False
13912,abdomini pain,Typhoid,False
13913,maumivu ya tumbo,Typhoid,True
13914,maumivuuu ya tumbo,Typhoid,False
13915,maumivu ya tubo,Typhoid,False
13916,diarrhaiarrhoea,Typhoid,False
13917,diarrhoea,Typhoid,True
13918,kuharisya,Typhoid,False
13919,kwharisha,Typhoid,False
13920,kuhha,Typhoid,False
13921,kuharisha,Typhoid,True
13922,toxic look (tyhos),Typhoid,False
13923,toxi look (typhos),Typhoid,False
13924,tomic lk (typhos),Typhoid,False
13925,toxic look (typhos),Typhoid,True
13926,tomoxic lo (typhos),Typhoid,False
13927,toxic look (yphos),Typhoid,False
13928,touxic look (typhos),Typhoid,False
13929,taxic look (typhos),Typhoid,False
13930,muonekano wa sumu (ty),Typhoid,False
13931,muonekano wa sumu (tybhos),Typhoid,False
13932,muonekano wa sumu (ehos),Typhoid,False
13933,muonekano wa sumu (typoos),Typhoid,False
13934,muonekano wa sumu (typhos),Typhoid,True
13935,belly paen,Typhoid,False
13936,belly pn,Typhoid,False
13937,belly pain,Typhoid,True
13938,mumivu ya tua,Typhoid,False
13939,maumivu ya tumpo,Typhoid,False
13940,maumivu ya tumvo,Typhoid,False
13941,maumivu ya tumbo,Typhoid,True
13942,maumivu ya dumbo,Typhoid,False
13943,mbaumivu ya tumbo,Typhoid,False
13944,burnimning micturitionition,UTI,False
13945,burning mmicturition,UTI,False
13946,bwrning micturition,UTI,False
13947,burning micturition,UTI,True
13948,burmg micturition,UTI,False
13949,hisi ya moto wamti wa kukojoa,UTI,False
13950,hisi ya moto wakati wa kokojoa,UTI,False
13951,hisi ya moto wakankati wa kukojoa,UTI,False
13952,hisi ya moto wakati wa kukojoa,UTI,True
13953,hisi ya moto wacati wa kukojoa,UTI,False
13954,hisi ya moto wachati wa kukojoa,UTI,False
13955,bladder tiscomfort,UTI,False
13956,blder discomfort,UTI,False
13957,bladdier discomfort,UTI,False
13958,bhladder discomfort,UTI,False
13959,bladder discomfort,UTI,True
13960,bladder discomfor,UTI,False
13961,usumbufu waa kibofu,UTI,False
13962,wsumbufu wa kibofu,UTI,False
13963,usumbufnsumbufu wa kybofu,UTI,False
13964,usumbufu wa kibofu,UTI,True
13965,foul small of urine,UTI,False
13966,foul smell of urinirine,UTI,False
13967,voul smell of urine,UTI,False
13968,poul smell of urine,UTI,False
13969,foul smell of urine,UTI,True
13970,harufu mbaya ya mmkojo,UTI,False
13971,harufu mbaya ya mkojo,UTI,True
13972,harufu mbayo ya mkojo,UTI,False
13973,harufu mbaya ye mkojo,UTI,False
13974,harufu mbaya ya mkojoe,UTI,False
13975,harufu miya ya mkojo,UTI,False
13976,continuous feel ouf urinye,UTI,False
13977,conntinuous fieel of urine,UTI,False
13978,continuous feel of urine,UTI,True
13979,continuous fel of urine,UTI,False
13980,continuous fieel of urine,UTI,False
13981,hisia ya haja ndogo kila wakathi,UTI,False
13982,hisia ya haja ndogo kila wakati,UTI,True
13983,hisia ya haja ndogo kyla wakati,UTI,False
13984,hisia ya hna ndogo kila wakati,UTI,False
13985,hisia ye haja ndogo kila wakati,UTI,False
13986,chills,Malaria,True
13987,shills,Malaria,False
13988,beridi kali,Malaria,False
13989,bariti kali,Malaria,False
13990,baridi kali,Malaria,True
13991,vhmiting,Malaria,False
13992,vomiting,Malaria,True
13993,kutaphika,Malaria,False
13994,kutpika,Malaria,False
13995,kwtapika,Malaria,False
13996,kutapika,Malaria,True
13997,high fever,Malaria,True
13998,hom kali,Malaria,False
13999,hohoma kali,Malaria,False
14000,hooma kali,Malaria,False
14001,homa kali,Malaria,True
14002,sweating,Malaria,True
14003,sweaing,Malaria,False
14004,sweateng,Malaria,False
14005,sweatinaweating,Malaria,False
14006,kutokwa jasho,Malaria,True
14007,kutwa jasho,Malaria,False
14008,kutokwa jashoo,Malaria,False
14009,kutokitokwa jsho,Malaria,False
14010,headache,Malaria,True
14011,mavu ya kichwa,Malaria,False
14012,mamivu ya kichwa,Malaria,False
14013,mauhumivu ya kichwa,Malaria,False
14014,maumivu ya kichwa,Malaria,True
14015,maumivu ya chchwa,Malaria,False
14016,mmaumivu ya kichwa,Malaria,False
14017,maumivu ya kichwowa,Malaria,False
14018,nusea,Malaria,False
14019,nausea,Malaria,True
14020,nausaa,Malaria,False
14021,naoosea,Malaria,False
14022,kishefuchefu,Malaria,False
14023,kichuchefuchefu,Malaria,False
14024,kichefuchefu,Malaria,True
14025,diarrhoea,Malaria,True
14026,diarrha,Malaria,False
14027,diarrhoiea,Malaria,False
14028,kuhaarisha,Malaria,False
14029,kuharisya,Malaria,False
14030,kuharesha,Malaria,False
14031,kuharisha,Malaria,True
14032,musclie pain,Malaria,False
14033,muscle pain,Malaria,True
14034,maumivhu ya misuli,Malaria,False
14035,maumivu ya misuosuli,Malaria,False
14036,maumivu ya mysuli,Malaria,False
14037,maumivu ya mesuli,Malaria,False
14038,maumivu ya misuli,Malaria,True
14039,chills,Typhoid,True
14040,baridi kamli,Typhoid,False
14041,baridi kali,Typhoid,True
14042,baridi cali,Typhoid,False
14043,baridi keli,Typhoid,False
14044,voomiting,Typhoid,False
14045,vomiting,Typhoid,True
14046,kutepika,Typhoid,False
14047,kutapika,Typhoid,True
14048,fatiguhtigue,Typhoid,False
14049,fatigue,Typhoid,True
14050,fatigooe,Typhoid,False
14051,faatigue,Typhoid,False
14052,uchovu,Typhoid,True
14053,higegh feber,Typhoid,False
14054,high fhver,Typhoid,False
14055,high fever,Typhoid,True
14056,hihh fever,Typhoid,False
14057,high fevehr,Typhoid,False
14058,hooma kali,Typhoid,False
14059,hma kalee,Typhoid,False
14060,homa kali,Typhoid,True
14061,homba kali,Typhoid,False
14062,headache,Typhoid,True
14063,maumivu ye kichwa,Typhoid,False
14064,maumivu ya kichwa,Typhoid,True
14065,mamaumivu ya kichwa,Typhoid,False
14066,maumieu ya kicwa,Typhoid,False
14067,nausea,Typhoid,True
14068,naoa,Typhoid,False
14069,kichefunhefu,Typhoid,False
14070,kichefuchefu,Typhoid,True
14071,kichefuchnefuchefu,Typhoid,False
14072,constipation,Typhoid,True
14073,constiption,Typhoid,False
14074,kukosa choo,Typhoid,True
14075,kukaosa choo,Typhoid,False
14076,cukosa choo,Typhoid,False
14077,kukosa c,Typhoid,False
14078,abdominal pain,Typhoid,True
14079,avdominal pain,Typhoid,False
14080,maumivu ya tumbo,Typhoid,True
14081,maumimivu ya tumbo,Typhoid,False
14082,maumivu ya tumo,Typhoid,False
14083,naumivu ya tumbo,Typhoid,False
14084,diarrhoaa,Typhoid,False
14085,diarrhoeaioea,Typhoid,False
14086,diarrhoea,Typhoid,True
14087,kooharisha,Typhoid,False
14088,kuharicha,Typhoid,False
14089,kumha,Typhoid,False
14090,cuharisha,Typhoid,False
14091,kuharisha,Typhoid,True
14092,tooxic laok (typhos),Typhoid,False
14093,toxic look (tye),Typhoid,False
14094,toxixic look (typhos),Typhoid,False
14095,toxic look (typhos),Typhoid,True
14096,muonekahkano wa sumu (typhoshhos),Typhoid,False
14097,muonekano wa suumu (thyphos),Typhoid,False
14098,muonyekano wa sumu (typhos),Typhoid,False
14099,muonekamuonekano wa sumu (typhos),Typhoid,False
14100,muonekano wa sumu (typhos),Typhoid,True
14101,muonekano wa sumu (typhous),Typhoid,False
14102,bhlly pain,Typhoid,False
14103,belly painy,Typhoid,False
14104,belly pain,Typhoid,True
14105,maumivu ya tumbo,Typhoid,True
14106,maumivu ya tumnbo,Typhoid,False
14107,maumivu ya tummbo,Typhoid,False
14108,maumyvu ya tumbo,Typhoid,False
14109,burning mictumrition,UTI,False
14110,burning micthurition,UTI,False
14111,burnining micturitionn,UTI,False
14112,buurning micturition,UTI,False
14113,burning micturition,UTI,True
14114,hisi ya moto wakati wa kukojoa,UTI,True
14115,hisi yaa moto wakati waa kukojoa,UTI,False
14116,hisi ya moto wakkati wa koa,UTI,False
14117,hisi ya moto wakatee wa kukojoa,UTI,False
14118,bladnder discomfort,UTI,False
14119,bladder descomfort,UTI,False
14120,bladder dhiscomfort,UTI,False
14121,bladdar discomfort,UTI,False
14122,bladdir discomfort,UTI,False
14123,bladder discomfort,UTI,True
14124,bldder discamfort,UTI,False
14125,bladder dyscomfort,UTI,False
14126,usumbufu wa kibovu,UTI,False
14127,usumbhufu wa kybofu,UTI,False
14128,usumbufu wa kibofu,UTI,True
14129,foui smell of urine,UTI,False
14130,foul smell of urime,UTI,False
14131,foul smell of wrine,UTI,False
14132,fooul smell of urine,UTI,False
14133,fouluoul smell of urine,UTI,False
14134,fouul smell of urine,UTI,False
14135,fl smell of urine,UTI,False
14136,foul smell of urine,UTI,True
14137,harufu mbaya ya mkojo,UTI,True
14138,hanarufu mbaya ya mkojo,UTI,False
14139,continuouuous feel of urine,UTI,False
14140,continuous feel ouf urine,UTI,False
14141,continuous feel of urine,UTI,True
14142,continuoious feel of urine,UTI,False
14143,co feel of urine,UTI,False
14144,hisia ya haja ndogo kila wakati,UTI,True
14145,hihisia ya haja ndogo kima wakati,UTI,False
14146,hisia ya haja ndhogo kila wakati,UTI,False
14147,chills,Malaria,True
14148,baridi kalui,Malaria,False
14149,baridi kaloi,Malaria,False
14150,baridi kali,Malaria,True
14151,baridi kli,Malaria,False
14152,bomiting,Malaria,False
14153,vomiting,Malaria,True
14154,kutapmutapika,Malaria,False
14155,kutapika,Malaria,True
14156,kotapika,Malaria,False
14157,hh fever,Malaria,False
14158,high faver,Malaria,False
14159,high fevher,Malaria,False
14160,high feber,Malaria,False
14161,hiuigh fever,Malaria,False
14162,high fever,Malaria,True
14163,homa kili,Malaria,False
14164,homa kahi,Malaria,False
14165,homa kali,Malaria,True
14166,homaa kali,Malaria,False
14167,sweatink,Malaria,False
14168,sweating,Malaria,True
14169,kutokwa jasho,Malaria,True
14170,cutokwa jasho,Malaria,False
14171,kotokwa jahho,Malaria,False
14172,ktokwa jasho,Malaria,False
14173,kutokwa jasu,Malaria,False
14174,kutokwa jaso,Malaria,False
14175,headache,Malaria,True
14176,mauumivu ya kichwa,Malaria,False
14177,maumivu y kichwa,Malaria,False
14178,maumivu ya kichwa,Malaria,True
14179,maumivu ya kechwa,Malaria,False
